Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State 1,Pin State 2,Pin State 3,Pin State 4,Debug 0,Debug 1,Debug 2,Debug 3,App message,
7.336795000000042,1000,,,,0,-0.046875,-0.958984375,-0.12348926455614948,-18.452617540699094,16.029615429327052,0.01575977159409661,0,0,0.25262307790740124,0,0,0,0,-0.21358296438456495,-0.948000320838728,1.1161139921133543,0.05859375,0.013634120152424406,0,1,1,1,0,0,0,0,,
7.34565499999997,1000,,,,0,-0.044921875,-0.958984375,-0.12348926455614948,-18.452617540699094,16.029745305623628,0.015443342252210751,0,0,0.2475528429705143,0,0,0,0,-0.21358296438456495,-0.948000320838728,1.1161139921133543,0.05859375,0.013623812031723359,0,1,1,1,0,0,0,0,,
7.368915000000038,1000,,,,0,-0.046875,-0.95703125,-0.12348926455614948,-18.452617540699094,16.029525970064338,0.016552438624793164,0,0,0.26532774480401805,0,0,0,0,-0.21358296438456495,-0.948000320838728,1.1161139921133543,0.05859375,0.013695158068722596,0,1,1,1,0,0,0,0,,
7.3855,1000,,,,0,-0.046875,-0.95703125,-0.12348926455614948,-18.452639924323698,16.029457278444728,0.01621362625309211,0,0,0.25989562935260985,0,0,0,0,-0.21358296438456495,-0.948000320838728,1.11611628462568,0.05859375,0.013693578760366448,0,1,1,1,0,0,0,0,,
7.398294999999984,1000,,,,0,-0.044921875,-0.95703125,-0.12348926455614948,-18.452639924323698,16.029661861597283,0.0159451448386779,0,0,0.2555952800981999,0,0,0,0,-0.21358296438456495,-0.948000320838728,1.11611628462568,0.05859375,0.013690156017899385,0,1,1,1,0,0,0,0,,
7.429155000000028,1000,,,,0,-0.044921875,-0.95703125,-0.12348926455614948,-18.452639924323698,16.02979327264427,0.01644373666367238,0,0,0.2635896993484695,0,0,0,0,-0.21358296438456495,-0.948000320838728,1.11611628462568,0.05859375,0.013737431784631382,0,1,1,1,0,0,0,0,,
7.445635000000009,1000,,,,0,-0.046875,-0.95703125,-0.12348926455614948,-18.452639924323698,16.03004415112525,0.016454478417837037,0,0,0.26376601552166523,0,0,0,0,-0.21358296438456495,-0.948000320838728,1.11611628462568,0.05859375,0.013754305213970336,1,1,1,1,0,0,0,0,,
7.460794999999984,1000,,,,0,-0.046875,-0.95703125,-0.12351190503258147,-18.452639924323698,16.029735768890742,0.01657357662742731,0,0,0.26567005408312316,0,0,0,0,-0.2138637334029294,-0.9478604388923896,1.11611628462568,0.05859375,0.013773444942060259,0,1,1,1,0,0,0,0,,
7.472359999999986,1000,,,,0,-0.048828125,-0.95703125,-0.12351190503258147,-18.452639924323698,16.0297261215766,0.01693072668204393,0,0,0.2713949117524335,0,0,0,0,-0.2138637334029294,-0.9478604388923896,1.11611628462568,0.05859375,0.013802102432884045,0,1,1,1,0,0,0,0,,
7.48915499999997,1000,,,,0,-0.048828125,-0.95703125,-0.12351190503258147,-18.452639924323698,16.029556802694714,0.017011956583408233,0,0,0.27269412437871854,0,0,0,0,-0.2138637334029294,-0.9478604388923896,1.11611628462568,0.05859375,0.013822491785752816,0,1,1,1,0,0,0,0,,
7.4995050000000045,1000,,,,0,-0.046875,-0.955078125,-0.12351190503258147,-18.452639924323698,16.02958554929667,0.017165735166863594,0,0,0.2751596203738103,0,0,0,0,-0.2138637334029294,-0.9478604388923896,1.11611628462568,0.05859375,0.01384109409486961,0,1,1,1,0,0,0,0,,
